project_id,canonical_name,aliases,client,client_type,date_start,date_end,lifecycle_status,sector_activity,geography,scope_decision,fifth_sector_role,intended_beneficiaries,project_objectives,source_coverage,assessment_owner,assessment_status,drive_folder_path,onedrive_folder_path,notes,parent_project_id,phase_name,programme_status,contracting_role,prime_contractor,relationship_evidence,review_status,codebook_version,review_batch
P33-LCRMUS,LCR Music Economy Mapping,,Liverpool City Region,combined_authority,25,26/02,COMPLETED,music_economy_mapping,Liverpool City Region,Economic mapping and analysis of LCR music economy,DESIGNER;DELIVERER;LEAD_CONSULTANT,LCR; music businesses; musicians; Music Board,Map LCR music economy scale and dynamics and identify growth levers,COMPLETE,Iain,G2_assessed,Archive projects/2025 Projects/2025 Liverpool Music,,The Fifth Sector Limited / Unscrambled.world with University of Liverpool IPM (lines 13-15); 650 paras 38 tables; four-tier workforce model; 14370 headcount 7215 FTE; £405.9m direct GVA £779.8m total; SNA of 272 businesses; 335 registered businesses 621 venues; Adlib cross-sector production services; £1bn by 2035 target; richest methodological innovation in post-2020 cohort,,,NOT_APPLICABLE,PRIME,The Fifth Sector,Produced by The Fifth Sector Limited / Unscrambled.world with University of Liverpool IPM (lines 13-15); tables cite Fifth Sector analysis throughout,REVIEWED,1.3-candidate,G2-BATCH-B
P34-SOLENTHANTS,Solent and Hampshire CA CI Mapping,,Solent and Hampshire Combined Authority,combined_authority,25,25/07,COMPLETED,creative_industries_mapping,Solent and Hampshire,CI mapping and strategic economic analysis for SHCA,DESIGNER;DELIVERER;LEAD_CONSULTANT,SHCA; creative businesses; freelancers; universities,Map CI scale and dynamics and identify strategic implications,COMPLETE,Iain,G2_assessed,Archive projects/2025 Projects/2025 Solent and Hampshire CI,,Prepared by The Fifth Sector Limited (line 7) with Unscrambled; 354 paras 11 tables; £5.25bn GVA (reconciled); 39980 BRES employees 80511 LinkedIn workforce; 7530 IDBR businesses 11420 DataCity; HDBSCAN clustering; LQ analysis; 31% contraction in IT/software; freelancers as knowledge transfer agents,,,NOT_APPLICABLE,PRIME,The Fifth Sector,Prepared by The Fifth Sector Limited (line 7); Fifth Sector/Unscrambled cited throughout (lines 198 201 207 etc),REVIEWED,1.3-candidate,G2-BATCH-B
P35-DERBYMAP,Derby Cultural Masterplan Compact and Manifesto,,Derby City Council,local_authority,21,21/12,COMPLETED,cultural_strategy,Derby,Cultural mapping and framework report for Derby,DESIGNER;DELIVERER;LEAD_CONSULTANT,Derby City Council; cultural organisations,Cultural mapping and framework report for Derby,COMPLETE,Iain,G2_assessed,Archive projects/2021 Projects/2021 Derby Cultural Masterplan and Compact,,QA FIX 26/09/11: Created P35-DERBYMAP to distinguish from P23-DERBY (Screen Agency) and P36-DERBYCSR (2026 bid); user confirmed three distinct Derby projects; prior conflation error corrected,,,,PRIME,The Fifth Sector,Archive confirmed; 2021 folder contains consultation reporting and background docs,REVIEWED,1.3-candidate,G2-BATCH-B
P36-DERBYCSR,Derby Culture Strategic Review Bid,,Derby City Council,local_authority,26,26/06,NOT_AWARDED,tender_bid,Derby,Unsuccessful bid for Derby Culture Strategic Review RFQ ENQ1304,DESIGNER;ADVISOR,Derby City Council,Strategic review of cultural infrastructure governance and investment model,COMPLETE,Iain,G2_assessed,Archive proposals/2026 Proposals lost/Derby Culture Strategic Review,,QA FIX 26/09/11: Created P36-DERBYCSR for 2026 unsuccessful bid; T05-DERBY in tenders; source_ids: SRC-R3-04/05/06/07; bid £40K ex VAT; UNSUCCESSFUL,,,,BIDDER,The Fifth Sector,RFQ and bid response in archive; bid unsuccessful; no feedback; T05-DERBY in tenders,REVIEWED,1.3-candidate,G2-BATCH-B
P37,Proving Services Suffolk (FHRG),,Suffolk County Council,LOCAL_AUTHORITY,20/07,21/01,COMPLETED,Clean energy/solar PV site analysis and business case,Suffolk,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2020 Projects/2020 Proving Services Suffolk,COMPLETED; renewable energy business case for Suffolk CC; net zero by 2030; PV site analysis; OBC/SOC; ADEPT/CBN delivery; NOT creative economy but infrastructure/clean energy; FHRG Suffolk; PV site analysis; outline business case; SOC/OBC; case studies; reporting; project management; substantial business case work,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P43,BAC + LIVR Project Evaluation,,Battersea Arts Centre/LIVR,CULTURAL_ORG,20/12,21/08,COMPLETED,Arts project evaluation,London/Liverpool,,EVALUATOR,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2021 Projects/2021 BAC + LIVR,COMPLETED; BAC/LIVR XR arts project evaluation; project failed after 3 of 5 productions; ACE funded £75k; process evaluation of failure and lessons learned; BAC + LIVR project evaluation with final report,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P45,Lancashire Digital Strategy,,Lancashire County Council,LOCAL_AUTHORITY,21/09,22/05,COMPLETED,Digital economy strategy,Lancashire,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2021 Projects/2021 Lancashire Digital Strategy,COMPLETED; Lancashire Digital Strategy; £1bn+ ICT GVA; e-commerce/creative tech £1.3bn; 28% growth; workforce data; sector action plans; digital skills and talent; Digital strategy with final report and action planning,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P46,Tees Valley Creative Economy Baseline,,Tees Valley Combined Authority,COMBINED_AUTHORITY,21/10,21/11,COMPLETED,Creative economy baseline and screen industries,Tees Valley,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2021 Projects/2021 TVCA,COMPLETED; TVCA CCI baseline and sector growth framework; creative workforce; assets/clusters; screen industries; music; visual/performing arts; capital investment leverage; 303990 chars — very substantial; Creative Economy Baseline + Screen Industries Sector Growth Plan + Capital Investment Leverage Framework,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P47,WMGC Pitch Books,,West Midlands Growth Company,PUBLIC_BODY,21/01,21/12,COMPLETED,Place marketing/pitch books,West Midlands,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2021 Projects/2021 WMGC Pitch Books,COMPLETED; WMGC pitch books for tech and creative sectors; multiple versions; interview transcripts; wireframes; sector narratives; Pitch books with interviews and reporting,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P48,Wakefield Creative Skills Development,,Creative Wakefield,CULTURAL_ORG,21/03,21/05,COMPLETED,Creative skills pathways,Wakefield,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2021 Projects/2021 Wakefield Creative Skills Development,COMPLETED; Creative Wakefield skills pathways; provision audit; provider survey; employer consultation; BRES data; Tableau; 92102 chars — substantial; Production services round table; skills pathways; Tableau visualisation,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P50,UKRI Liverpool Visit and CoSTAR Engagement,,UKRI,PUBLIC_BODY,21/12,21/12,COMPLETED,Creative innovation engagement,Liverpool,,ADVISOR,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2021 Projects/2021 UKRI,COMPLETED; UKRI Liverpool briefing; LCR creative/digital SWOT; Beauhurst analysis of 68 tracked companies; games/advertising/film strengths; 5035 chars — briefing note; UKRI Liverpool visit; CoSTAR market engagement,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P51,SYMCA ARG Evaluation,,South Yorkshire Mayoral Combined Authority,COMBINED_AUTHORITY,22/01,22/12,COMPLETED,Arts Revenue Grant evaluation,South Yorkshire,,EVALUATOR,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2022 Projects/2022 SYMCA ARG Evaluation,"COMPLETED; SYMCA ARG evaluation; Mayors Fund; Barnsley/Doncaster; impact framework; Companies House analysis; 35300 chars; ARG evaluation with data, report, Barnsley, Doncaster, impact framework",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P52,Somerset Cultural Strategy,,Somerset Council,LOCAL_AUTHORITY,22/01,22/12,COMPLETED,Cultural strategy,Somerset,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2022 Projects/2022 Somerset Cultural Strategy,"COMPLETED; Somerset Cultural Strategy; CCI and skills mapping; baseline; World Cafes; EDI; creative districts; 79542 chars — substantial; Baselines, visitor economy, engagement, reporting",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P54,Manchester Place Partnership,,Manchester City Council,LOCAL_AUTHORITY,22/06,22/10,COMPLETED,Place partnership/community power,Manchester,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2022 Projects/2022 Manchester Place Partnership Project,"COMPLETED; Manchester Place Partnership EOI proposal; £14980 fee; stakeholder engagement; World Cafe; skills mapping; workshop; 59799 chars proposal; Proposal, workshop, community power and social connections",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P57,Rushmoor Cultural Strategy and Compact,,Rushmoor Council,LOCAL_AUTHORITY,21/10,22/01,COMPLETED,Cultural strategy and compact,Rushmoor,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2022 Projects/2022 Rushmoor,"COMPLETED; Rushmoor Cultural Strategy and Compact; CCI baseline; games/film/TV/music; COVID impact; stakeholder interviews; 125065 chars — substantial; Cultural Economy Baseline, Delphi shortlist, strategic priorities",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P58,Plymouth National Marine Park,,Plymouth City Council,LOCAL_AUTHORITY,22/09,23/05,COMPLETED,Cultural/digital marine park,Plymouth,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2022 Projects/2022 Plymouth National Marine Park,"COMPLETED; Plymouth National Marine Park; digital exemplars; case study codex; digital procurement spec; digital strategy; delivery model review; Digital procurement, horizons, case study codex",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P61,Leicester Cultural Compact,,Leicester City Council,LOCAL_AUTHORITY,22/01,23/12,COMPLETED,Cultural compact and benchmarking,Leicester,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2023 Projects/2023 Leicester,"COMPLETED; Leicester CCI Strategy; final report 24/04; compact; data; literature review; benchmarking; engagement; 17875 chars; also web-published version; Compact, data, literature review, benchmarking, engagement",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P62,Theatre Royal Plymouth Engagement,,Theatre Royal Plymouth,CULTURAL_ORG,23/07,23/12,COMPLETED,Cultural engagement,Plymouth,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2023 Projects/2023 Theatre Royal Plymouth,"COMPLETED; TRP Education and Learning findings report; interviews with staff/partners/stakeholders; five key opportunities; 61434 chars — substantial; Engagement, reporting, inception",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P63,University of Liverpool Heritage CPD,,University of Liverpool,HIGHER_EDUCATION,23/01,23/12,COMPLETED,Heritage continuing professional development,Liverpool,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2023 Projects/2023 University of Liverpool Heritage CPD,"COMPLETED; UoL Heritage CPD scoping exercise; proposal 23/03; research summary; engagement; mapping data; case studies; 13470 chars proposal; Engagement, reporting, mapping data",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P64,Wakefield Our Year 2024 Business Case Justification (BCJ),,Wakefield Council,LOCAL_AUTHORITY,22/10,23/03,COMPLETED,Business case justification — cultural programme funding,Wakefield,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2023 Projects/2023 Wakefield Our Year 2024 BCJ,"COMPLETED + SUCCESSFUL OUTCOME (Iain 26/09/12): BCJ = Business Case Justification for Our Year 2024. Delivered Oct 22-Mar 23 (impact framework, logic chain, BCJ template). WYCA confirmed funding to Wakefield Council — the BCJ secured the programme that P69 later evaluated. Strategic option value exercised. Start corrected 23/01→22/10 per source dates.",,,,,,"BCJ outcome: WYCA confirmed funding to Wakefield Council (Iain 26/09/12). RELATED P69: BCJ secured the funding for the programme P69 evaluated — distinct commissions, sequential.",REVIEWED,1.3-candidate,G2-BATCH-C
P68,WYCA WY Create,,West Yorkshire Combined Authority,COMBINED_AUTHORITY,24/01,25/12,ACTIVE,Creative business support,West Yorkshire,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2024 Projects/2024 WYCA WY Create,"ACTIVE; WYCA creative business support; YCMIH network; freelance framework; Phase 1 delivered; Phase 2 in progress; spans 2024-2025; CCI project management, engagement, freelance framework, Phase 2; spans 2024-2025",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P69,Wakefield Our Year 24 Evaluation,,Wakefield Council,LOCAL_AUTHORITY,24/01,24/12,COMPLETED,Cultural programme evaluation,Wakefield,,EVALUATOR,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2024 Projects/2024 Wakefield Our Year 24,"COMPLETED; Wakefield Our Year 2024 evaluation; cultural democracy at scale; community wellbeing; creative skills; visitor economy; climate emergency; 160024 chars — very substantial final report; Evaluation framework, evidence collection, outcomes framework evolution",,,,,,RELATED P64: P64 BCJ (Business Case Justification) secured WYCA funding for this programme — the evaluation exists because the business case succeeded.,REVIEWED,1.3-candidate,G2-BATCH-C
P70,Wakefield CCI Skills Needs Assessment,,Wakefield Council,LOCAL_AUTHORITY,24/01,24/09,COMPLETED,Creative skills needs,Wakefield,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2024 Projects/2024 Wakefield Skills Needs Assessment,"COMPLETED; Wakefield CCI Skills Needs Assessment; interim report 24/12; five key areas of need; provision audit; Xcellerator; film/TV; games; 36254 chars; CCI skills needs analysis, framework, timetable",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P73,City St George's SCCI,,City St George's University,HIGHER_EDUCATION,25/05,25/12,COMPLETE_NOT_CLOSED,Performing arts value chain,London,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2025 Projects/2025 City St George's SCCI,"ACTIVE; City St George performing arts value chain analysis; strategic development framework; 16183 chars; Value chain analysis, performing arts business case",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P75,Lancaster AHRC CIC,,Lancaster University,HIGHER_EDUCATION,25/12,25/12,BID_SUBMITTED,Nature-culture tech creative cluster,Lancaster,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,Active projects/2026 Lancaster True North CICP2 bid,Archive projects/2025 Projects/2025 Lancaster AHRC CIC,ACTIVE; Lancaster AHRC CIC Nature-Culture Tech Creative Cluster summary report v2; remittance advice; eml needs proper extraction; Nature-Culture Tech Creative Cluster Summary Report,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P76,Lancaster Uni Horizon Bid (Virtual Agora),,Lancaster University,HIGHER_EDUCATION,25/07,25/08,NOT_AWARDED,Virtual worlds/VR research,Lancaster,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2025 Projects/2025 Lancaster Uni Horizon bid,ACTIVE; Lancaster Uni Horizon bid; Resilient Cave Worlds; Virtual Agora; Virtual Cave; VRC consortium; 30928 chars; bid status unknown; Horizon bid; Virtual Agora; Virtual Cave; VRC consortium,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P78,Beatles Visitor Impact Study,,Liverpool City Council,LOCAL_AUTHORITY,26/04,26/12,IN_PROGRESS,Music heritage/visitor economy,Liverpool,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,Active projects/2026 Beatles,Active projects/2026 Beatles,"WORK IN PROGRESS; Beatles visitor impact study; update of 2016 report (£81.9m turnover, 2335 jobs in 2014); c£10k proposal; 4409 chars — early stage; WORK IN PROGRESS; Beatles visitor impact study in development; proposal and draft impact study only; Beatles visitor impact proposal and impact study",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P79,CELL,,CELL,CULTURAL_ORG,25/01,26/12,DELIVERED,Creative economy lab/learning,National,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,Active projects/2026 CELL,Active projects/2026 CELL,"WORK IN PROGRESS; CELL business case; supply chain analysis; 74000 LinkedIn profiles; 32000 creative/production roles; 21606 chars; 75% through evidence-gathering; WORK IN PROGRESS; CELL project active; proposal, insights, reporting, data, engagement ongoing; Proposal, insights, reporting, data, engagement, companies lists",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P80,Southampton Forward Strategic Review,,Southampton Forward,CULTURAL_ORG,26/05,26/12,ACTIVE,Cultural strategy review,Southampton,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,Active projects/2026 South West Hampshire,Active projects/2026 Southampton Forward,WORK IN PROGRESS; Southampton Forward strategic review; £25k budget; Southampton Forward legacy organisation review; 18758 chars proposal; WORK IN PROGRESS; Southampton Forward strategic review in development; proposal stage; Strategic review proposal,,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P81,WB6 Creative Economy Pulse,,British Council,PUBLIC_BODY,26/01,26/12,IN_PROGRESS,Creative economy dashboard,Western Balkans,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,Active projects/2026 WB6 Creative Pulse,Active projects/2026 WB6 Creative Economy Pulse,"WORK IN PROGRESS; WB6 Creative Economy Pulse; LinkedIn penetration; three-layer dashboard; PoC; 8382 chars — early stage; WORK IN PROGRESS; WB6 Creative Economy Pulse in development; LinkedIn penetration, PoC, dashboard draft; LinkedIn penetration, PoC, three-layer dashboard",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P82,British Council Kotor Exchange Pilot (FCDO-funded),,British Council,PUBLIC_BODY,25/05,25/05,PHASE_COMPLETE_AWAITING_INSTRUCTION,Cultural exchange/creative economy ministerial forum,"Kotor, Montenegro; Western Balkans; UK",,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,Active projects/2026 British Council Western Balkans,Active projects/2026 British Council Western Balkans,"COMPLETED initial phase; FCDO-funded Kotor ministerial meeting; joint declaration; British Council funding; World Bank engagement; 6066 chars; awaiting further instruction; COMPLETED initial phase; FCDO-funded Kotor Exchange Pilot delivered 25/05; awaiting further instruction on continuation; FCDO-funded Plymouth-Kotor exchange pilot; WB6 Culture Ministers meeting; Reimagining Growth event; placemaking workshops; UK delegates (Screen Yorkshire, Creative Scotland); otter.ai transcripts; separate from Creative Economy Council Development (P83); per user instruction to distinguish CEC development from FCDO-funded exchange",,,PHASE_COMPLETE_AWAITING_INSTRUCTION,,,,PENDING,1.3-candidate,G2-BATCH-C
P83,British Council Creative Economy Council Development (MNE NM + WB),,British Council,PUBLIC_BODY,25/01,26/12,PHASE_COMPLETE_AWAITING_INSTRUCTION,Creative economy capacity building,Montenegro; North Macedonia; Albania; Western Balkans,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,Active projects/2026 British Council Western Balkans,Archive projects/2025 Projects/2025 British Council MNE NM,"PHASE_COMPLETE_AWAITING_INSTRUCTION; BC Western Balkans CEC programme; Albania, North Macedonia, Montenegro, WB6; macro/meso/micro systems; 65461 chars — very substantial summary report; COMPLETED initial phase; CEC development for MNE NM delivered; 2026 WB continuation awaiting further instruction; final report 251210 BC Western Balkans Creative Economy report; Creative Economy Council development for Montenegro (OKRs, branding, XR), North Macedonia (CEC models, benefits, ToR), Albania (Creative Economy Framework, MEKI); Berlin Process follow-up (WB6 skills needs assessment); 2026 Western Balkans continuation (Berlin Process forum, expert working group, strategic framework); final report 251210 BC Western Balkans Creative Economy report; separate from Kotor Exchange Pilot (P82)",,,PHASE_COMPLETE_AWAITING_INSTRUCTION,,,,PENDING,1.3-candidate,G2-BATCH-C
P84,Herefordshire Culture Strategy,,Herefordshire Cultural Partnership,LOCAL_AUTHORITY,24/01,25/05,COMPLETED,Cultural strategy,Herefordshire,,LEAD_CONSULTANT,,,REVIEWED,,COVERAGE_COMPLETE,,Archive projects/2024 Projects/2024 Herefordshire strategy,"COMPLETED; Herefordshire Cultural Strategy consultancy; proposal references Rushmoor/Derby/Somerset experience; rural cultural development; separate from P30-HEREFORD; 22878 chars; Separate from P30-HEREFORD; governance, lit review, strategy proposal; TDC SIC data",,,,,,,PENDING,1.3-candidate,G2-BATCH-C
P85-AMGEN,AMGEN AHRC Creative Industries Cluster Programme Bid (University of South Wales),,University of South Wales (bid lead),UNIVERSITY,UNKNOWN,UNKNOWN,COMPLETED,AHRC CICP bid — creative clusters,South Wales,DIRECT_PROPOSAL to University of South Wales (Iain 26/09/12): USW initial AHRC CICP2 bid SHORTLISTED; Fifth Sector direct proposal accepted (£10k incl VAT) to provide Places evidence for USW full submission; work COMPLETED; awaiting USW submission outcome,PRIME — direct proposal to USW; Places evidence architecture for full AHRC CICP2 submission,USW / AHRC CICP consortium,Evidence base for USW full AHRC CICP2 submission following shortlist,NO_DRIVE_FOLDER_FOUND,Devin,REGISTERED,,,COMPLETED (Iain 26/09/12): USW initial bid shortlisted; Fifth Sector direct proposal accepted — £10k incl VAT; Places evidence delivered for full submission; AWAITING outcome of USW full submission. Tender wording: completed evidence commission contributing to shortlisted-then-full submission; do NOT cite as funded project (P06/P07 pattern).,,,,PRIME,The Fifth Sector,"T01 bid record §3; Iain confirmed DIRECT_PROPOSAL 26/09/12; sibling bid to P75-LANC (True North, Lancaster)",REVIEWED,1.3-candidate,T01-TEST
P86-CSSAL,Creative Scotland Salary Benchmarking Framework,,Creative Scotland,PUBLIC_BODY,26/09/18,ONGOING,PREFERRED_BIDDER,Salary benchmarking — arts/screen/creative sectors,Scotland / national,"Cited in T01-BCAT QU01 as forthcoming project: salary-benchmarking framework across arts, screen and creative sectors",PRIME — technical proposal + pricing submitted (TheFifthSector-branded pack),Creative Scotland; sector employers,"Salary benchmarking framework across arts, screen and creative sectors",PROPOSAL_PACK_PRESENT,Devin,REGISTERED,Active projects/2026 Creative Scotland Salaries,,"PREFERRED BIDDER (Iain 26/09/12): Creative Scotland letter — preferred bidder, award to be confirmed after standstill period ends 26/09/18. On award confirmation: lifecycle→CONFIRMED + PM record + provisional card (workflow Trigger 3). Contract value NOT_DISCLOSED.",,,,PRIME,The Fifth Sector,Creative Scotland preferred-bidder letter (standstill ends 26/09/18); Active projects/2026 Creative Scotland Salaries/2026 CSSalaries Proposal — full submitted bid pack,REVIEWED,1.3-candidate,T01-TEST
