claim_id,project_id,precise_proposition,effect_family,mechanism,option_subtype,originator,recipient,intended_beneficiary_status,event_period,claim_direction,outcome_status,attribution_strength,value_status,boundary_recipient,boundary_org,boundary_sector,boundary_geography,boundary_chain,compensation,intent,timing,direction,beneficiaries,cost_bearers,access_barriers,evidence_sufficiency,source_quality,independence,coverage,time_lag,contrary_evidence,reviewer_confidence,commercial_reuse,fifth_sector_role,review_status,publication_status,notes,claim_type,method_ids,generating_intervention,fifth_sector_contribution,contracting_role,tie_change,option_state,option_holder,exercise_access,prediction,rival_explanations,disconfirming_evidence,observation_window,source_review_state,value_basis,value_review_status,permission_status,rights_status,consent_status,causal_assumptions,codebook_version,review_batch
C-G2-067,P32-SURREY,Surrey+ creative corridor generates £7.2bn annually with 17000 companies and 115000 workforce growing 12% since 2019 vs UK average 2%,CONTEXTUAL,,,The Fifth Sector,Surrey County Council,INTENDED,24,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,INTENDED,WITHIN_ORG,WITHIN_SECTOR,WITHIN_AREA,WITHIN_CHAIN,COMPENSATED,DESIGNED_IN,REALISED,BENEFICIAL,Surrey+ creative sector,Sufficient from mapping evidence,primary,UNKNOWN,COMPLETE,CONTEMPORARY,Underlying data sources not shown in text,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,METHOD_OUTPUT,M-G2-026,Baseline mapping; 43% freelance; 90% micro-businesses <5 employees; 12% growth vs 2% UK average,REVIEWED,G2-BATCH-B,"; QA FIX 26/09/11: Reclassified METHOD_OUTPUT→CONTEXT; sector baseline measurement not method output; codebook: ""A mapping report estimating regional GVA is CONTEXT with a descriptive estimate, not value created by the consultant""; /wishful+ /deepthink flag",CONTEXT,M-G2-026,,,,,,,,,,,,,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-B
C-G2-068,P32-SURREY,Farnborough aircraft hangars converted to sound stages translating aerospace technology into screen production innovation,CONTEXTUAL,,,The Fifth Sector,Surrey County Council,INTENDED,24,BENEFICIAL,REPORTED,DESCRIPTIVE,NON_MONETARY,UNINTENDED,ACROSS_ORG,ACROSS_SECTOR,WITHIN_AREA,ACROSS_CHAIN,UNCOMPENSATED,EMERGENT,REALISED,BENEFICIAL,Screen production; aerospace,Documented example,primary,UNKNOWN,COMPLETE,CONTEMPORARY,NONE_FOUND_IN_REVIEW,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,EFFECT,M-G2-026,Product spillover observation; aerospace-to-screen technology transfer; Sony Professional at Pinewood developing camera systems for Warner Bros/Apple F1 movie,REVIEWED,G2-BATCH-B,; QA FIX 26/09/11: Reclassified EFFECT→CONTEXT; Farnborough hangars conversion pre-exists Surrey+ mapping; not caused by the mapping; /wishful+ /skin flag — no evidence of technology translation,CONTEXT,M-G2-026,,,,,,,,,,,,,,,,,,,1.3-candidate,G2-BATCH-B
C-G2-069,P32-SURREY,£3-4m strategic investment over 3 years could catalyse 450-600 new jobs £15-20m economic value and over £30m private investment (modelled forecast),OPTION,STAGE_LEARN,,The Fifth Sector,Surrey County Council,INTENDED,UNKNOWN,BENEFICIAL,HYPOTHESIS,NOT_ASSESSED,MONETARY,INTENDED,ACROSS_ORG,ACROSS_SECTOR,WITHIN_AREA,WITHIN_CHAIN,COMPENSATED,DESIGNED_IN,FORECAST,BENEFICIAL,Surrey+ creative sector,Modelled forecast not observed outcome,primary,UNKNOWN,COMPLETE,CONTEMPORARY,Other regions already building stronger strategies; no South East earmarked funding,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,DESIGN,M-G2-026,Investment forecast; £4 return per £1 invested; comparator benchmarks 2.8x investment returns 37% faster innovation commercialisation 42% better talent retention; modelled design proposition,REVIEWED,G2-BATCH-B,; QA FIX 26/09/11: option_state set to PROPOSED (spot-check); /blindspot flag — empty option_state for OPTION claim,DESIGN,M-G2-026,,,,,PROPOSED,,,,,,,,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-B
C-G2-070,P33-LCRMUS,LCR music economy generates £405.9m direct GVA (Integrated Case) and £779.8m total economic impact (Type II multiplier 1.92),CONTEXTUAL,,,The Fifth Sector,Liverpool City Region,INTENDED,25,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,INTENDED,WITHIN_ORG,WITHIN_SECTOR,WITHIN_AREA,WITHIN_CHAIN,COMPENSATED,DESIGNED_IN,REALISED,BENEFICIAL,LCR music sector,Sufficient from four-tier workforce model,primary,UNKNOWN,COMPLETE,CONTEMPORARY,Tier 4 data quality low (50% confidence); LinkedIn coverage ~45%,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,METHOD_OUTPUT,M-G2-027,Modelled estimate; four-tier workforce model; 14370 headcount 7215 FTE; Base Case £324.7m direct; GVA per FTE by subsector ranges £25174 (Artists) to £145798 (Publishing),REVIEWED,G2-BATCH-B,"; QA FIX 26/09/11: Reclassified METHOD_OUTPUT→CONTEXT; sector baseline measurement not method output; codebook: ""A mapping report estimating regional GVA is CONTEXT with a descriptive estimate, not value created by the consultant""; /wishful+ /deepthink flag",CONTEXT,M-G2-027,,,,,,,,,,,,,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-B
C-G2-071,P33-LCRMUS,Adlib Audio serves major touring productions festivals and corporate events across UK and internationally — music-sector technical services sold into non-music markets,CONTEXTUAL,,,The Fifth Sector,Liverpool City Region,INTENDED,25,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,UNINTENDED,ACROSS_ORG,ACROSS_SECTOR,WITHIN_AREA,ACROSS_CHAIN,UNCOMPENSATED,EMERGENT,REALISED,BENEFICIAL,Production services; non-music events,Documented business fact,primary,UNKNOWN,COMPLETE,CONTEMPORARY,Departure of any Tier 1 employer would materially damage ecosystem,HIGH,DESIGNER;DELIVERER;LEAD_CONSULTANT,EFFECT,M-G2-027,Product spillover observation; Adlib cross-sector production services; anchor firm in live/technical cluster as economic moat; proprietary data on casual crew across venues,REVIEWED,G2-BATCH-B,; QA FIX 26/09/11: Reclassified EFFECT→CONTEXT; Adlib founded 1984 pre-exists LCR Music mapping; sector characteristic not spillover effect; /wishful+ /skin flag — corporate events ≠ cross-sector spillover,CONTEXT,M-G2-027,,,,,,,,,,,,,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-B
C-G2-072,P33-LCRMUS,SNA of 272 LCR music businesses shows 12% of connections within closed triangles but only 0.6% of possible connections exist with average degree 1.67,NETWORK,,,The Fifth Sector,Liverpool City Region,INTENDED,25,BENEFICIAL,REPORTED,CO_AUTHORED_ANALYSIS,NON_MONETARY,UNINTENDED,ACROSS_ORG,WITHIN_SECTOR,WITHIN_AREA,WITHIN_CHAIN,UNCOMPENSATED,RETROSPECTIVE,REALISED,BENEFICIAL,LCR music businesses,Sufficient from SNA results,primary,UNKNOWN,COMPLETE,CONTEMPORARY,Network topology is diffuse; limits claims of dense network spillovers,HIGH,DESIGNER;DELIVERER;LEAD_CONSULTANT,METHOD_OUTPUT,M-G2-027,SNA of 272 businesses; workers moving with clear intention between small number of organisations; high interdependence suggests revenue retained in regional economy; but low connectivity limits spillover claims,REVIEWED,G2-BATCH-B,,METHOD_OUTPUT,M-G2-027,,,,,,,,,,,,,,,,,,,1.3-candidate,G2-BATCH-B
C-G2-073,P33-LCRMUS,£1bn by 2035 target requires 2.5% CAGR from £780m baseline with growth levers: IP capture (£100m) production export (£75m) formalisation (£60m) venues (£50m) music-tech (£43m),OPTION,STAGE_LEARN,,The Fifth Sector,Liverpool City Region,INTENDED,UNKNOWN,BENEFICIAL,HYPOTHESIS,NOT_ASSESSED,MONETARY,INTENDED,WITHIN_ORG,WITHIN_SECTOR,WITHIN_AREA,WITHIN_CHAIN,COMPENSATED,DESIGNED_IN,FORECAST,BENEFICIAL,LCR music sector,Modelled targets not realised outcomes,primary,UNKNOWN,COMPLETE,CONTEMPORARY,Management/ Business Services LQ 0.37; career development and IP capture leak to London,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,DESIGN,M-G2-027,Growth scenarios: Organic 2.5% CAGR Accelerated 3.9% Ambitious 5.6% Transformational 6.7%; 4 growth levers with modelled GVA targets; IP capture option £40-85m shift,REVIEWED,G2-BATCH-B,; QA FIX 26/09/11: option_state set to PROPOSED (spot-check); /blindspot flag — empty option_state for OPTION claim,DESIGN,M-G2-027,,,,,PROPOSED,,,,,,,,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-B
C-G2-074,P33-LCRMUS,Moving 20% of artists from performance-fee-only to performance-plus-IP-ownership could shift £40-85m in captured GVA,OPTION,,,The Fifth Sector,Liverpool City Region,INTENDED,UNKNOWN,BENEFICIAL,HYPOTHESIS,NOT_ASSESSED,MONETARY,UNINTENDED,ACROSS_ORG,WITHIN_SECTOR,WITHIN_AREA,WITHIN_CHAIN,UNCOMPENSATED,DESIGNED_IN,FORECAST,BENEFICIAL,LCR artists and musicians,Modelled design proposition,primary,UNKNOWN,COMPLETE,CONTEMPORARY,IP capture leaks to London; streaming revenue decline,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,DESIGN,M-G2-027,IP capture option; modelled design proposition; MusicFutures positioned to build local capture infrastructure; formalisation of 500 freelancers could add £40-50m direct GVA,REVIEWED,G2-BATCH-B,; QA FIX 26/09/11: option_state set to PROPOSED (spot-check); /blindspot flag — empty option_state for OPTION claim,DESIGN,M-G2-027,,,,,PROPOSED,,,,,,,,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-B
C-G2-075,P34-SOLENTHANTS,Solent and Hampshire CA creative industries estimated at £5.25bn GVA (reconciled) with 39980 BRES employees and 80511 LinkedIn workforce,CONTEXTUAL,,,The Fifth Sector,Solent and Hampshire CA,INTENDED,25,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,INTENDED,WITHIN_ORG,WITHIN_SECTOR,WITHIN_AREA,WITHIN_CHAIN,COMPENSATED,DESIGNED_IN,REALISED,BENEFICIAL,SHCA creative sector,Sufficient from ONS BRES DataCity LinkedIn DCMS,primary,UNKNOWN,COMPLETE,CONTEMPORARY,DCMS top-down £6.9bn almost certainly overestimate; 31% IT contraction,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,METHOD_OUTPUT,M-G2-028,Reconciled GVA estimate; ONS regional output £3.4bn; DCMS scaled £6.9bn overestimate; 7530 IDBR 11420 DataCity; 12700 freelance (17%) 23000+ contractors (31%),REVIEWED,G2-BATCH-B,"; QA FIX 26/09/11: Reclassified METHOD_OUTPUT→CONTEXT; sector baseline measurement not method output; codebook: ""A mapping report estimating regional GVA is CONTEXT with a descriptive estimate, not value created by the consultant""; /wishful+ /deepthink flag",CONTEXT,M-G2-028,,,,,,,,,,,,,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-B
C-G2-076,P34-SOLENTHANTS,Freelancers play critical role in innovation and knowledge transfer between creative firms and other sectors and between universities and cultural organisations,KNOWLEDGE,,,The Fifth Sector,Solent and Hampshire CA,INTENDED,25,BENEFICIAL,REPORTED,DESCRIPTIVE,NON_MONETARY,UNINTENDED,ACROSS_ORG,ACROSS_SECTOR,WITHIN_AREA,ACROSS_CHAIN,UNCOMPENSATED,EMERGENT,REALISED,BENEFICIAL,Freelancers; creative firms; universities,Interpretation from LinkedIn analysis,primary,UNKNOWN,COMPLETE,CONTEMPORARY,LinkedIn over-represents advertising/design 6-8x BRES,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,CONTEXT,M-G2-028,Knowledge spillover interpretation; 23000+ independent professionals (31%); Creative Trident concept; co-location of creative and professional services driving innovation,REVIEWED,G2-BATCH-B,,CONTEXT,M-G2-028,,,,,,,,,,,,,,,,,,,1.3-candidate,G2-BATCH-B
C-G2-077,P34-SOLENTHANTS,SHCA creative economy is network of interconnected specialised hubs with B2B ecosystem co-locating creative with professional services,NETWORK,,,The Fifth Sector,Solent and Hampshire CA,INTENDED,25,BENEFICIAL,REPORTED,DESCRIPTIVE,NON_MONETARY,UNINTENDED,ACROSS_ORG,ACROSS_SECTOR,WITHIN_AREA,WITHIN_CHAIN,UNCOMPENSATED,RETROSPECTIVE,REALISED,BENEFICIAL,SHCA creative sector,Interpretation from HDBSCAN and LQ mapping,primary,UNKNOWN,COMPLETE,CONTEMPORARY,HDBSCAN caveat: accountants in all but 3 postcode areas,MEDIUM,DESIGNER;DELIVERER;LEAD_CONSULTANT,CONTEXT,M-G2-028,Network spillover interpretation; advertising/marketing co-located with professional services; Services supply chain 31246 and Tech supply chain 21387; HDBSCAN spatial clustering,REVIEWED,G2-BATCH-B,,CONTEXT,M-G2-028,,,,,,,,,,,,,,,,,,,1.3-candidate,G2-BATCH-B
C-G2-078,P46,Tees Valley has smallest CCI cluster of any English CA area; creative industries 1.3% of total employment,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Tees Valley CCI sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,BRES 2020; TVCA baseline line 190; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-079,P46,"Tees Valley has 2,050 registered CCI businesses (Companies House/D&B), more than double ONS estimate of 950",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Tees Valley CCI sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector/Curator Technologies 2021; line 373; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-080,P46,Total CCI turnover across Tees Valley estimated at £351m per annum (conservative),CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Tees Valley CCI sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector/MyCake 2021; line 661; ~600 orgs missing data; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-081,P46,"BRES 2020 records 3,965 creative jobs, down 20% from 4,930 (2019) and 34% from 6,015 (2015)",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Tees Valley creative workforce,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,BRES 2020; line 426; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-082,P46,"LinkedIn analysis shows 12,856 CCI individuals in Tees Valley, 3x BRES figure of 3,965",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Tees Valley creative workforce,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector/Curator Technologies LinkedIn 21/06; line 442; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-083,P46,"Enterprises with turnover <£1m make up 98% of sector, generating £195m (56% of sector total)",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Tees Valley CCI sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector/MyCake 2021; line 191; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-084,P46,ACE invested £19.2m in Tees Valley 2015-2022; £3.95/head vs national average £7-9,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Tees Valley cultural sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,ACE data; line 2757; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-085,P46,Tees Valley lost 840 creative jobs (26%) between 2019 and 2020 due to COVID,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Tees Valley creative workforce,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,BRES 2020; line 432; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-086,P46,BBC committed £25m investment in North East,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,North East screen industries,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Reported in TVCA baseline; line 195; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-087,P46,Heritage sector generates £13.1bn for English economy,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,English heritage sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Cebr 2020 for ACE; line 758; source: SRC-G2-035,CONTEXT,,,,,,,,,,,,,EXTRACTED,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-088,P46,Fifth Sector developed LinkedIn-based workforce mapping with Curator Technologies using 29m UK profiles,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Creative economy researchers,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector/Curator Technologies 2021; line 251; methodology innovation; source: SRC-G2-035,METHOD_OUTPUT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-089,P46,"Supply chain analysis classified 2,800 creative organisations across five groupings",DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Tees Valley CCI sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector 2021; line 380; source: SRC-G2-035,METHOD_OUTPUT,,,,,,,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-090,P46,313 grants identified 2015-21 totalling £28m to Tees Valley cultural sector,DIRECT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Tees Valley cultural sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Investment review; line 2636; source: SRC-G2-035,METHOD_OUTPUT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-091,P46,Capital Investment Leverage Framework designed for TVCA,DIRECT,,,,,,,BENEFICIAL,HYPOTHESIS,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,TVCA creative sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Section 5; line 3142; source: SRC-G2-035,DESIGN,,,,,,PROPOSED,,,,,,,EXTRACTED,NONE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-092,P46,Darlington Railway Heritage Quarter: £20m TVCA leveraging £14.4m other = £34.4m total (1:1.72),DIRECT,,,,,,,BENEFICIAL,HYPOTHESIS,DESCRIPTIVE,MONETARY,,,,,,,,,,Darlington cultural quarter,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Table 23; line 2400; source: SRC-G2-035,DESIGN,,,,,,PROPOSED,,,,,,,EXTRACTED,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-093,P46,Proposed Tees Valley Heritage Area-Based Scheme to bid for NLHF up to £5m,DIRECT,,,,,,,BENEFICIAL,HYPOTHESIS,DESCRIPTIVE,MONETARY,,,,,,,,,,Tees Valley heritage sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Section 5.5; line 3146; source: SRC-G2-035,DESIGN,,,,,,PROPOSED,,,,,,,EXTRACTED,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-094,P46,ACE levelling up to all-England average would yield £2.9m annual gain (196% of current),DIRECT,,,,,,,BENEFICIAL,HYPOTHESIS,DESCRIPTIVE,MONETARY,,,,,,,,,,Tees Valley cultural sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Table 36; line 3070; source: SRC-G2-035,DESIGN,,,,,,PROPOSED,,,,,,,EXTRACTED,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-095,P46,NLHF levelling up to all-England average would yield £1.2m annual gain,DIRECT,,,,,,,BENEFICIAL,HYPOTHESIS,DESCRIPTIVE,MONETARY,,,,,,,,,,Tees Valley heritage sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Table 37; line 3107; source: SRC-G2-035,DESIGN,,,,,,PROPOSED,,,,,,,EXTRACTED,SCENARIO_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-096,P46,"Oxford Economics: for every 10 creative jobs, 7 more supported via supply chain; for every £1 direct, £0.50 via supply chain",KNOWLEDGE,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,UK creative industries,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Oxford Economics 2021; line 744; national estimate not regional; source: SRC-G2-035,EFFECT,,,,,,,,,,,,,EXTRACTED,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-097,P46,"Cebr: for every 1 FTE in arts/culture, total footprint of 2.46 FTE supported in wider economy (0.62 indirect + 0.84 induced)",KNOWLEDGE,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,UK arts and culture sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Cebr 2020 for ACE; line 756; national estimate; source: SRC-G2-035,EFFECT,,,,,,,,,,,,,EXTRACTED,DESCRIPTIVE_ESTIMATE,,,,,,1.3-candidate,G2-BATCH-C
C-G2-098,P46,Middlesbrough creative content avg turnover £370k vs TVCA avg £166k (223% of average) - clustering productivity effect,PRODUCT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Middlesbrough creative content businesses,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector/MyCake 2021; Table 6; line 545; source: SRC-G2-035,EFFECT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-099,P46,Stockton digital avg turnover £402k vs TVCA avg £237k (170%) - clustering productivity effect,PRODUCT,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Stockton digital creative businesses,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Fifth Sector/MyCake 2021; Table 6; line 546; source: SRC-G2-035,EFFECT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-100,P46,Average creative company size grew from 3.0 (Nesta 2016) to 3.5 (2020) in Middlesbrough/Stockton cluster,KNOWLEDGE,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,NOT_APPLICABLE,,,,,,,,,,Middlesbrough/Stockton creative cluster,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Nesta 2016 and BRES 2020; line 438; source: SRC-G2-035,EFFECT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-101,P69,Our Year Wakefield District 2024 was a £4.2m strategic cultural investment by Wakefield Council,CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Wakefield District residents,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Final report 25/11; line 84; source: SRC-G2-068,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-102,P69,"External funding and partnership contributions totalled £1.965m (47% of total) including ACE £500k, WYCA £850k, NLHF £168k, UKSPF £233k",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Wakefield cultural sector,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Table 3; line 161-167,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-103,P69,"Programme delivered 640,651 audience and participant engagements, exceeding target of 615,000",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Wakefield residents,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Final programme data; line 267,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
C-G2-104,P69,"1,524 volunteers contributed 3,974 hours (target was 150 volunteers and 3,000 hours)",CONTEXTUAL,,,,,,,BENEFICIAL,REPORTED,DESCRIPTIVE,MONETARY,,,,,,,,,,Wakefield community,,,UNKNOWN,COMPLETE,CONTEMPORARY,,,,MEDIUM,,LEAD_CONSULTANT,PENDING,G2-BATCH-C,Programme data; line 265,CONTEXT,,,,,,,,,,,,,EXTRACTED,OBSERVED_AMOUNT,,,,,,1.3-candidate,G2-BATCH-C
